,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
128587,mercedes-benz,Mercedes-Benz GLA 45 AMG,blue,23-Jan,2023,76885,310,421,Automatic,Petrol,"9,8 l/100 km",222 g/km,3020,"GLA 45 S AMG 21""+PANO+AHK+MULTIBEAM+TOTW+SOUND"
87573,jeep,Jeep Wrangler,black,23-Jan,2023,76859,280,381,Automatic,Hybrid,"4,1 l/100 km",94 g/km,10,PHEV MY23 Rubicon
39199,bmw,BMW M5,grey,19-Jul,2019,76850,460,625,Automatic,Petrol,"10,7 l/100 km",243 g/km,96000,Competition HeadUp 360° ACC Komfortzugang UFF
85831,jaguar,Jaguar F-Type,red,23-Mar,2023,76850,221,300,Automatic,Petrol,"8,2 l/100 km",188 g/km,3500,Coupe P300 R-Dynamic Black KLIMA-PAKET 20
87286,jeep,Jeep Wrangler,grey,23-Feb,2023,76850,280,381,Automatic,Hybrid,"3,5 l/100 km",79 g/km,5,PHEV 4xe Sahara MY23 Sky-One-Touch
94664,land-rover,Land Rover Range Rover,blue,18-Apr,2018,76850,386,525,Automatic,Petrol,"12,8 l/100 km",294 g/km,159000,5.0l V8 Autobiography Pano 1Hand LED
168227,porsche,Porsche Cayenne,black,22-Jan,2022,76850,338,460,Automatic,Petrol,"11,2 l/100 km",255 g/km,17200,GTS+Sport-Chrono+360°+LED Matrix+Distron
127565,mercedes-benz,Mercedes-Benz C 63 AMG,white,21-Aug,2021,76845,350,476,Automatic,Petrol,"10,8 l/100 km",246 g/km,31141,Multibeam/Spur-Paket/Kamera/Sitzhzg. Navi
212147,toyota,Toyota Land Cruiser,brown,23-Jan,2023,76820,150,204,Automatic,Diesel,"9,3 l/100 km",243 g/km,2000,2.8 D-4D Automati TEC-Edition
11705,audi,Audi Q7,grey,16-Apr,2016,76800,200,272,Automatic,Diesel,"6,2 l/100 km",163 g/km,109988,S LINE-7SITZ-AIR-ALLRDLN-PANO-BOSE-SBLF-22'
42178,bmw,BMW M850,grey,22-May,2022,76800,390,530,Automatic,Petrol,11 l/100 km,251 g/km,25100,i Gran Coupe xDrive LED-Laser HuD Sitz-Klima Kamer
42408,bmw,BMW M850,black,22-Jul,2022,76800,390,530,Automatic,Petrol,11 l/100 km,251 g/km,25800,i Gran Coupe xDrive Laser Soft-Close Navi 360-Kame
42417,bmw,BMW M850,black,22-Aug,2022,76800,390,530,Automatic,Petrol,11 l/100 km,251 g/km,25000,i Gran Coupe xDrive LED-Laser HuD Sitz-Klima Kamer
42420,bmw,BMW M850,black,22-Jul,2022,76800,390,530,Automatic,Petrol,11 l/100 km,251 g/km,25200,i Gran Coupe xDrive Laser Soft-Close Navi 360-Kame
76212,ford,Ford Ranger,white,23-Apr,2023,76800,215,292,Automatic,Petrol,"13,8 l/100 km",315 g/km,3000,"RAPTOR 3,0 l EcoBoost Doppelkabine 4x4 AUTOMATIK"
246175,volkswagen,Volkswagen T6.1 California,red,23-Apr,2023,76800,110,150,Automatic,Diesel,"6,5 l/100 km",171 g/km,5,"6.1 2,0TDi DSG Beach Camper Edition 110 kW (150..."
51962,dodge,Dodge RAM,black,23-May,2023,76790,295,401,Automatic,Petrol,"14,9 l/100 km",352 g/km,3500,"Laramie Sport Crew Cab, Nav, LPG, LED, AHK"
76361,ford,Ford,orange,23-Mar,2023,76780,212,288,Automatic,Petrol,"12,5 l/100 km",199 g/km,10,neu e-4WD DoKa 3.0 EB LED Navi B&O Offroadpaket BL
76364,ford,Ford,orange,23-Mar,2023,76780,212,288,Automatic,Petrol,"12,5 l/100 km",199 g/km,10,3.0i e-4WD DoKa LED Navi B&O Offroadpaket BLIS Kam
96442,land-rover,Land Rover Discovery,grey,22-May,2022,76780,183,249,Automatic,Diesel,"8,3 l/100 km",216 g/km,27000,R-DYNAMIC SE D250
97459,maserati,Maserati Quattroporte,white,18-Feb,2018,76770,316,430,Automatic,Petrol,,#NAME?,33105,S 3.0 Q4|NAVI|360°KAM|SITZKLIMA
125311,mercedes-benz,Mercedes-Benz GLC 63 AMG,blue,20-Feb,2020,76770,350,476,Automatic,Petrol,"12,1 l/100 km",275 g/km,41074,GLC63 AMG Coupe 4Mat+|PER-ABGAS|VIRTUAL|1.HD
128597,mercedes-benz,Mercedes-Benz E 300,blue,23-Jun,2023,76770,143,194,Automatic,Diesel Hybrid,"4,4 l/100 km",35 g/km,4800,de AMG Mercedes-Benz E 300 de AMG Pano LM
42843,bmw,BMW i4,blue,23-Feb,2023,76760,210,286,Automatic,Electric,,483 km Reichweite,1500,eDrive35 Gran Coupe 35 e M Sport LED ACC HarmanKar
95601,land-rover,Land Rover Range Rover Sport,black,19-Dec,2019,76750,225,306,Automatic,Diesel,"9,4 l/100 km",248 g/km,73100,SDV6 Autobiography Dynamic/22''
167386,porsche,Porsche Cayenne,grey,19-Dec,2019,76750,250,340,Automatic,Petrol,9 l/100 km,205 g/km,59900,Porsche Approved bis Dez. 2024
168436,porsche,Porsche Macan,silver,23-Apr,2023,76750,195,265,Automatic,Petrol,"8,8 l/100 km",200 g/km,9900,''Luftf. ACC Pano 21-Zoll Surround View''
243492,volkswagen,Volkswagen Crafter,beige,22-Oct,2022,76750,130,177,Automatic,Diesel,11 l/100 km,289 g/km,20,Grand California 600 TDI DSG+Dachklima
243614,volkswagen,Volkswagen T6.1 California,beige,22-Mar,2022,76700,110,150,Automatic,Diesel,,#NAME?,21102,Beach
245689,volkswagen,Volkswagen T6 California,grey,23-Apr,2023,76690,110,150,Automatic,Diesel,"6,1 l/100 km",161 g/km,50,"1.0 TSI OPF DSG R-Line ""Black Style"""
17106,audi,Audi SQ7,grey,19-Dec,2019,76680,320,435,Automatic,Diesel,"7,6 l/100 km",200 g/km,68528,4.0 quattro TDI UPE 118704 PANO 360 ACC MATRIX LAS
244186,volkswagen,Volkswagen Golf,grey,22-Sep,2022,76680,110,150,Manual,Petrol,"5,2 l/100 km",120 g/km,10000,VIII Variant 1.5TSI Life LEDmatrix AHK Pano Key...
244721,volkswagen,Volkswagen Golf,black,22-Mar,2022,76680,147,200,Automatic,Diesel,"4,4 l/100 km",117 g/km,32690,8 VIII GTD 2.0 TDI DSG Black Style IQ.Light
21128,audi,Audi A3,red,22-Oct,2022,76660,140,190,Automatic,Petrol,"7,1 l/100 km",160 g/km,9500,Sportback 40TFSI qu. S-Line AHK NAV LED PANO ASG
20914,audi,Audi TT RS,green,22-Dec,2022,76650,294,400,Automatic,Petrol,"8,7 l/100 km",199 g/km,7890,Roadster 2.5 TFSI quattro *AUDI exclusive*
122441,mercedes-benz,Mercedes-Benz E 63 AMG,silver,18-Sep,2018,76630,450,612,Automatic,Petrol,"12,4 l/100 km",280 g/km,87900,E 63 S T Com/ILS/Distr/KeyG/360/Standhzg/PanoDac
126973,mercedes-benz,Mercedes-Benz V 250,red,21-Oct,2021,76597,140,190,Automatic,Diesel,"6,4 l/100 km",204 g/km,17800,d L AVANTGARDE Distr*ILS*Sitzklima*8 Sitze
166838,porsche,Porsche Panamera,grey,18-Feb,2018,76580,310,421,Automatic,Diesel,"6,7 l/100 km",176 g/km,149989,4S MatrixLED NachtAssis 4ZKlima 360°Kam
22513,audi,Audi Q8 e-tron,black,23-May,2023,76555,250,340,Automatic,Electric,,505 km Reichweite,8500,SPORTBACK S LINE 50 Allrad Luftfederung digitales
51887,dodge,Dodge RAM,black,22-Oct,2022,76550,295,401,Automatic,LPG,"14,1 l/100 km",317 g/km,35,1500 V8 Laramie Sport CrewCab-BENZIN-LPG-GAS
51890,dodge,Dodge RAM,black,22-Oct,2022,76550,295,401,Automatic,Petrol,"14,1 l/100 km",317 g/km,36,1500 V8 Laramie Sport CrewCab-BENZIN-LPG-GAS
95904,land-rover,Land Rover Range Rover Sport,grey,20-Feb,2020,76550,225,306,Automatic,Diesel,"7,5 l/100 km",198 g/km,65600,3.0 SDV6 225 HSE Dynamic
22244,audi,Audi A5,green,23-Mar,2023,76547,195,265,Automatic,Petrol,"7,7 l/100 km",178 g/km,6500,"Sportback S line 45 TFSI NAVI,MATRIX,PANO,AHK"
96941,land-rover,Land Rover Defender,black,23-May,2023,76540,183,249,Automatic,Diesel,"8,6 l/100 km",227 g/km,1500,90 D250 X-Dynamic S Navi Leder ACC 360° Kamera
40010,bmw,BMW 750,white,19-Sep,2019,76500,390,530,Automatic,Petrol,"9,5 l/100 km",217 g/km,77750,i xDrive *M SPORT*EXCLUSIVE* M ABGAS* KAM360°
40989,bmw,BMW X5 M,white,20-Feb,2020,76500,390,530,Automatic,Petrol,,#NAME?,40005,i M Sport HUD Panorama SoftCl DAB DisplKey
117844,mercedes-benz,Mercedes-Benz C 63 AMG,grey,16-Oct,2016,76500,375,510,Automatic,Petrol,"8,9 l/100 km",#NAME?,64000,Cabrio S Speedshift 7G-MCT *Eventury*Carbon*
127804,mercedes-benz,Mercedes-Benz GLC 400,grey,22-Dec,2022,76500,150,204,Automatic,Hybrid,"0,5 l/100 km",12 g/km,3001,GLC 300 e 4Matic 9G-TRONIC Avantgarde Advanced
164771,porsche,Porsche 997,black,8-Apr,2008,76500,353,480,Automatic,Petrol,,#NAME?,107500,Turbo  Bremsen+Service-Neu / Scheckheft
164946,porsche,Porsche 997,black,11-Feb,2011,76500,283,385,Automatic,Petrol,"10,7 l/100 km",251 g/km,74800,4S Coupe PDK (Sportabgas-Sitzbelüftung)
164955,porsche,Porsche 911,black,11-May,2011,76500,283,385,Automatic,Petrol,"10,7 l/100 km",251 g/km,71163,Carrera 4S Cabrio·PDK·top Liebhaberfahrzeug!
164967,porsche,Porsche 997,black,11-May,2011,76500,283,385,Automatic,Petrol,"10,7 l/100 km",251 g/km,71163,Carrera 4S Cabrio·top Liebhaberfahrzeug!
164987,porsche,Porsche 911,black,11-Feb,2011,76500,283,385,Automatic,Petrol,"10,7 l/100 km",251 g/km,74800,911 991 *Sport-Chrono-Paket*Rallye-Streifen*TÜV*
165514,porsche,Porsche Boxster,grey,15-Nov,2015,76500,243,330,Automatic,Petrol,"8,2 l/100 km",190 g/km,28000,GTS PDK
166448,porsche,Porsche Panamera,black,17-Jun,2017,76500,310,421,Automatic,Diesel,"6,7 l/100 km",176 g/km,109800,4S Diesel (Vollausstattung) APPROVED!
166688,porsche,Porsche Cayenne,blue,18-Jun,2018,76500,404,549,Automatic,Petrol,"11,7 l/100 km",267 g/km,104694,911 Targa 4 GTS BOSE Liftsystem-VA 20-Zoll
243625,volkswagen,Volkswagen T6.1 California,beige,22-Jul,2022,76500,110,150,Automatic,Diesel,,#NAME?,26500,2.0 TDI ACC Climatronic AHK Heckflügeltüre
39342,bmw,BMW X5 M,black,19-Feb,2019,76499,294,400,Automatic,Diesel,"6,8 l/100 km",179 g/km,64900,d Laser 360°HUD Panorama DAB H/K FondEnter
41898,bmw,BMW M4,white,21-Jul,2021,76499,353,480,Manual,Petrol,10 l/100 km,#NAME?,13100,Individual Carbon Laser
22148,audi,Audi RS Q3,grey,23-Feb,2023,76490,294,400,Automatic,Petrol,"8,8 l/100 km",201 g/km,6036,2.5 TFSI Sportback quattro S tronic
87094,jeep,Jeep Wrangler,black,22-Dec,2022,76490,280,381,Automatic,Hybrid,"3,5 l/100 km",79 g/km,2500,2.0 Plug-In Hybrid~4xe~PHEV~Golden Eagle~MY23~GOLD
167201,porsche,Porsche Cayenne,white,18-Aug,2018,76490,340,462,Automatic,Hybrid,,44 km (Ort),94166,E-Hybrid Pano/NIGHT/ACC/Exterieur / LUFT/Voll
244756,volkswagen,Volkswagen T7 Multivan,silver,22-Jan,2022,76490,110,150,Automatic,Hybrid,"1,5 l/100 km",34 g/km,6499,T7 MULTIVAN 1.4 TSI EHYBRID STYLE DSG NAVI MATRIX-
244891,volkswagen,Volkswagen ID. Buzz,white,22-Dec,2022,76490,150,204,Automatic,Electric,,423 km Reichweite,4999,PRO MATRIX-LED NAVI ACC RÜFA PDC EL.AHK ASSISTENZ-
246282,volkswagen,Volkswagen T6.1 California,black,23-Mar,2023,76490,110,150,Automatic,Diesel,"8,1 l/100 km",212 g/km,3500,Ocean (AHK.ParkPilot.Kamera.ACC)2.0 TDI DSG
251003,volvo,Volvo XC60,grey,23-May,2023,76490,173,235,Automatic,Diesel,"5,6 l/100 km",144 g/km,15,B5 D AWD Geartronic ULTIMATE DARK
38530,bmw,BMW X5,white,18-Nov,2018,76480,195,265,Automatic,Diesel,"6,2 l/100 km",162 g/km,80000,xDrive 30 d M Sport Voll
87350,jeep,Jeep Wrangler,grey,23-Mar,2023,76480,280,381,Automatic,Hybrid,"4,1 l/100 km",94 g/km,15,"Unlimited Rubicon 4xe, Hardtop,Sunrider Fliptop"
87374,jeep,Jeep Wrangler,grey,23-Mar,2023,76480,280,381,Automatic,Hybrid,"3,5 l/100 km",79 g/km,10,*4Xe*Sahara*MY23*SKY One Touch*
87594,jeep,Jeep Wrangler,silver,23-Jan,2023,76480,280,381,Automatic,Hybrid,"4,1 l/100 km",94 g/km,15,"Unlimited Rubicon 4xe PHEV, Sky One, Leder, ACC, M"
95378,land-rover,Land Rover Range Rover,green,19-Jan,2019,76480,250,340,Automatic,Diesel,"8,4 l/100 km",223 g/km,87200,4.4 SDV8 Vogue Head-Up LED RFK PDC
42933,bmw,BMW i4,grey,23-May,2023,76469,210,286,Automatic,Electric,,0 g/km,2006,EDRIVE35 Sportpaket Navi Klima PDC
84422,isuzu,Isuzu D-Max,silver,22-Oct,2022,76458,120,163,Automatic,Diesel,"7,4 l/100 km",195 g/km,2500,Space Cab LS AT BIG-MAX L2 mit Kran+SOFORT
84424,isuzu,Isuzu,silver,22-Oct,2022,76458,120,163,Automatic,Diesel,,-/-,2500,D-Max Space Cab LS AT BIG-MAX L2 mit Kran+SOFORT
96101,land-rover,Land Rover Range Rover Sport,black,20-Mar,2020,76450,183,249,Automatic,Diesel,"9,1 l/100 km",240 g/km,41383,D250 SDV6 HSE/HuD/Keyl/S-Dach
18498,audi,Audi Q8,orange,19-Feb,2019,76444,210,286,Automatic,Diesel,"8,5 l/100 km","224,8 g/km",30733,50 TDI qu. S line tiptr. *HD-MATRIX*StdHz*PANO*
95373,land-rover,Land Rover Range Rover Sport,grey,19-Nov,2019,76430,225,306,Automatic,Diesel,"7,5 l/100 km",185 g/km,66500,D300 Autobiography Dynamic
87043,jeep,Jeep Gladiator,green,22-Aug,2022,76420,194,264,Automatic,Diesel,"8,8 l/100 km",231 g/km,10,* Off Road Kamera * Gorilla Glas *
21026,audi,Audi S5,red,22-Jul,2022,76400,260,354,Automatic,Petrol,"8,2 l/100 km",187 g/km,10850,TFSI qu. tiptr. HUD NAVI RFK
42873,bmw,BMW 340,grey,23-May,2023,76380,250,340,Automatic,Diesel,"6,3 l/100 km",166 g/km,100,Md xDrive Touring HUD ParkAss. STH LED KAM
18709,audi,Audi RS4,brown,20-Dec,2020,76330,331,450,Automatic,Petrol,"10,7 l/100 km",249 g/km,23000,RS 4 Avant 331(450) kW(PS) tiptronic
244926,volkswagen,Volkswagen T6.1 California,white,22-Nov,2022,76303,110,150,Automatic,Diesel,"6,6 l/100 km",173 g/km,1951,6.1 Ocean Edition :SOFORT+ Standheizung+ NAVI+ ...
244900,volkswagen,Volkswagen T6.1 California,white,22-Nov,2022,76301,110,150,Automatic,Diesel,"6,6 l/100 km",173 g/km,1951,6.1 Ocean Edition :SOFORT+ Standheizung+ NAVI+ ...
97781,maserati,Maserati Grecale,blue,23-Apr,2023,76299,223,303,Automatic,Hybrid,"8,8 l/100 km",199 g/km,193,2.0 MHEV GT MY23 AWD*Aut.*360°Cam*Head-
244925,volkswagen,Volkswagen T6.1 California,white,22-Nov,2022,76297,110,150,Automatic,Diesel,"6,6 l/100 km",173 g/km,1951,6.1 Ocean Edition :SOFORT+ Standheizung+ NAVI+ ...
87142,jeep,Jeep Wrangler,white,22-Sep,2022,76290,280,381,Automatic,Hybrid,"4,1 l/100 km",94 g/km,100,Unlimited 2.0l Plug-In Hybrid Rubicon
42208,bmw,BMW X6,grey,22-May,2022,76280,210,286,Automatic,Diesel,"6,9 l/100 km",181 g/km,21696,xDrive30d Laser*Standhzg*DAPro*Head-Up*HiFi*
95304,land-rover,Land Rover Range Rover Sport,grey,19-Jul,2019,76200,297,404,Automatic,Hybrid,"3,2 l/100 km",73 g/km,41800,P400e SE PHEV+ACC+360Grad Kamera+EU6d-Temp
85784,jaguar,Jaguar F-Type,blue,23-Jan,2023,76191,221,300,Automatic,Petrol,"8,2 l/100 km",188 g/km,955,"Cabriolet P300 Aut. R-Dynamic 221 kW, 2-tür"
42940,bmw,BMW 530,grey,23-May,2023,76190,210,286,Automatic,Diesel,"5,1 l/100 km",133 g/km,10,d Touring xDrive M-Sportpaket HUD AHK PANO
128916,mercedes-benz,Mercedes-Benz GLE 400,black,23-Jan,2023,76190,243,330,Automatic,Diesel,"7,7 l/100 km",202 g/km,19990,d 4M AMG-INT°AHK°TWA°360°TWA°MBUX° PTS/RFK
243259,volkswagen,Volkswagen Touareg,white,21-Mar,2021,76190,210,286,Automatic,Diesel,8 l/100 km,209 g/km,44490,"R-LINE 3.0 V6 TDI 4MOTION DSG AHK, Panoramadach"
51767,dodge,Dodge RAM,black,21-Oct,2021,76101,290,394,Automatic,Petrol,,#NAME?,18936,5.7 LONGHORN/BRC GAS/360°/HK/TOTW/WLAN/R22
51779,dodge,Dodge RAM,black,21-Oct,2021,76101,290,394,Automatic,LPG,,#NAME?,18936,5.7 LONGHORN/BRC GAS/360°/HK/TOTW/WLAN/R22
243525,volkswagen,Volkswagen Touareg,beige,22-Jan,2022,76100,170,231,Automatic,Diesel,8 l/100 km,211 g/km,7162,Atmosphere V6 3.0 TDI DSG 4Motion HUD Luftfederung
22591,audi,Audi Q5,silver,23-May,2023,76090,150,204,Automatic,Diesel,"6,8 l/100 km",177 g/km,15050,S line 40 TDI quattro S tronic AHK
128070,mercedes-benz,Mercedes-Benz V 300,black,22-Jul,2022,76088,174,237,Automatic,Diesel,8 l/100 km,209 g/km,22044,d *AVANTGARDE*STANDHZG*LED*LEDER*8SITZER* Navi
128094,mercedes-benz,Mercedes-Benz V 300,black,22-Jul,2022,76088,174,237,Automatic,Diesel,8 l/100 km,209 g/km,22044,d *AVANTGARDE*STANDHZG*LED*LEDER*8SITZER* Navi
85885,jaguar,Jaguar F-Pace,silver,23-Jun,2023,76080,150,204,Automatic,Diesel,"5,2 l/100 km",138 g/km,4900,R-Dynamic SE D200 AWD AHK-el. Black Pack Winter-Pa
243684,volkswagen,Volkswagen Touareg,blue,22-Oct,2022,76066,250,340,Automatic,Petrol,11 l/100 km,249 g/km,2564,V6 TSI R-LINE AHK LED CAM LM20 E-KLAPPE
21840,audi,Audi 50,blue,23-Jun,2023,76064,220,299,Automatic,Electric,,441 km Reichweite,1550,e-tron quat. S line +MATRIX LED+ACC+SOUND
168041,porsche,Porsche 911,blue,22-Jan,2022,76041,375,510,Automatic,Petrol,"12,4 l/100 km",283 g/km,1355,GT3 Touring PDK Liftsystem/LED/Kamera
1538,aston-martin,Aston Martin V8,grey,14-Apr,2014,76007,321,436,Automatic,Petrol,"13,8 l/100 km",321 g/km,52650,"Vantage S Roadster 4,7L. SP10"
41198,bmw,BMW X3 M,beige,21-May,2021,76000,265,360,Automatic,Petrol,"7,8 l/100 km",#NAME?,10234,X3 M40i
129055,mercedes-benz,Mercedes-Benz V 220,silver,23-May,2023,76000,120,163,Automatic,Diesel,"5,9 l/100 km",#NAME?,393,V220 d Marco Polo mit Aufstelldach und Küche
167052,porsche,Porsche Cayenne,black,18-Apr,2018,76000,324,441,Automatic,Petrol,"9,2 l/100 km",#NAME?,56000,GT3  RS  KERAMIK/LIFT/KAMERA/BOSE/LED
167621,porsche,Porsche Cayenne,white,19-Apr,2019,76000,250,340,Automatic,Petrol,"9,4 l/100 km",#NAME?,69000,Tiptronic S
38929,bmw,BMW 750,grey,19-Nov,2019,75999,390,530,Automatic,Petrol,,217 g/km,61903,i xD M Sport ACC 360°Laser Massage HUD SoftCl
41781,bmw,BMW M4,black,21-May,2021,75999,375,510,Automatic,Petrol,"10,2 l/100 km",234 g/km,60000,Coupe Competition*360 KAMERA*ACC*H&K*VOLL
120902,mercedes-benz,Mercedes-Benz GLS 63 AMG,white,17-Jun,2017,75999,500,680,Automatic,Petrol,"12,3 l/100 km",288 g/km,118769,AMG 4Matic 7-SITZ PANO AHK STDHZG 360°CAM
122106,mercedes-benz,Mercedes-Benz GLC 63 AMG,black,18-Jul,2018,75999,375,510,Automatic,Petrol,"12,3 l/100 km",278 g/km,10200,GLC63S4M Cp.+DISTR+AHK+SHD+LED 360°+TOTW+AMBIE
123894,mercedes-benz,Mercedes-Benz GLC 63 AMG,green,19-Oct,2019,75999,375,510,Automatic,Petrol,"12,4 l/100 km",283 g/km,40000,S 4MATIC+ Garantie/Burmester/360°
137604,nissan,Nissan Frontier,grey,23-Mar,2023,75999,228,310,Automatic,Petrol,"12,4 l/100 km",295 g/km,500,PRO-4X
167058,porsche,Porsche Cayman,black,18-Nov,2018,75999,269,366,Automatic,Petrol,"8,2 l/100 km",186 g/km,25000,"S 22"" Pano neue Inspektion Approved"
242023,volkswagen,Volkswagen T6.1 Multivan,bronze,21-May,2021,75999,150,204,Automatic,Diesel,7 l/100 km,223 g/km,21200,4MOTION DSG PanAmericana
128151,mercedes-benz,Mercedes-Benz C 43 AMG,silver,22-Jun,2022,75998,287,390,Automatic,Petrol,"10,1 l/100 km",230 g/km,4500,4m Coupé NIGHT PANO MULTIBEAM BURMESTER
164536,porsche,Porsche 996,grey,4-Apr,2004,75996,331,450,Automatic,Petrol,"14,2 l/100 km",345 g/km,113000,911 Turbo S Cabriolet+BOSE+NAVI+HARDTOP+CARBON
76400,ford,Ford Ranger,orange,23-Feb,2023,75995,215,292,Automatic,Petrol,"13,8 l/100 km",315 g/km,3450,Ranger Raptor e-4WD Doppelkabine
95521,land-rover,Land Rover Range Rover,black,19-Mar,2019,75995,202,275,Automatic,Diesel,"7,6 l/100 km",199 g/km,100879,"3.0 SDV6 Vogue Panorama - 22""- ACC-"
97092,land-rover,Land Rover Discovery,white,23-May,2023,75995,183,249,Automatic,Diesel,"8,7 l/100 km",229 g/km,1100,D250 R-Dynamic SE Navi Leder ACC Panoramadach
22323,audi,Audi A6,red,23-May,2023,75990,270,367,Automatic,Hybrid,,62 km Reichweite,1500,Avant TFSI e Sport A6 Avant 55 TFSI e quattro S-tr
22665,audi,Audi TTS,violet,23-Mar,2023,75990,235,320,Automatic,Petrol,"8,5 l/100 km","194,7 g/km",3001,Roadster MATRIX+B&O+EXCLUSIVE+MMI PLUS+COMPETITIO
37792,bmw,BMW M5,grey,18-May,2018,75990,441,600,Automatic,Petrol,"10,5 l/100 km",241 g/km,63900,xDrive *Carbon*Keramik*M TrackPack*Drivers Package
39294,bmw,BMW M850,black,19-Jul,2019,75990,390,530,Automatic,Petrol,"10,2 l/100 km",179 g/km,39950,i xDrive Cabrio Leder Live Cockpit 20Alu
41727,bmw,BMW X5,black,21-Nov,2021,75990,250,340,Automatic,Diesel,"6,5 l/100 km",172 g/km,35000,xDrive 40 d M Sport*HUD*Laser*Panorama*ACC
41928,bmw,BMW M4,white,21-May,2021,75990,375,510,Automatic,Petrol,"10,2 l/100 km",234 g/km,73736,Comp Innovation Laser HK HUD 360  Memory
42977,bmw,BMW,grey,23-May,2023,75990,250,340,Automatic,Diesel,"5,7 l/100 km",140 g/km,1000,"M440d A xDrive Coupé Automatic,AHK,Driving Assis"
87218,jeep,Jeep Gladiator,beige,23-Jan,2023,75990,194,264,Automatic,Diesel,"8,8 l/100 km",231 g/km,10,"Overland 4WD, Extrem Umbau, Offroad"
94952,land-rover,Land Rover Range Rover Sport,black,18-Jan,2018,75990,386,525,Automatic,Petrol,"12,8 l/100 km",294 g/km,88400,5.0 V8 Autobiography Dynamic
95850,land-rover,Land Rover Range Rover Sport,grey,20-Dec,2020,75990,225,306,Automatic,Diesel,"7,5 l/100 km",198 g/km,29990,HSE Dyn-Pano-Matrix- AHK
96402,land-rover,Land Rover Range Rover Velar,grey,22-Dec,2022,75990,184,250,Automatic,Petrol,"7,8 l/100 km",177 g/km,1000,P250 R-Dynamic SE
121149,mercedes-benz,Mercedes-Benz GLE 63 AMG,blue,18-Mar,2018,75990,430,585,Automatic,Petrol,"11,8 l/100 km",276 g/km,50860,S 4M Driversp Perf-Abgas Pano Harman
121238,mercedes-benz,Mercedes-Benz S 560,blue,18-May,2018,75990,345,469,Automatic,Petrol,"8,5 l/100 km",195 g/km,62259,4M Exkl-Paket 360° Pano Multibeam Burmester
123905,mercedes-benz,Mercedes-Benz GLS 400,green,19-Nov,2019,75990,243,330,Automatic,Diesel,"7,6 l/100 km",201 g/km,122200,d 4Matic StHz/Multikontur/Head-up/TV/AHK
125882,mercedes-benz,Mercedes-Benz S 400,black,20-Jul,2020,75990,250,340,Automatic,Diesel,5 l/100 km,156 g/km,29484,d AMG AirMatic PANO MULTIBEAM MASSAGE
127841,mercedes-benz,Mercedes-Benz V 250,grey,22-Mar,2022,75990,140,190,Automatic,Diesel,"6,4 l/100 km",168 g/km,21000,Avantgarde LANG*360°*Distronic*7Sitz
128601,mercedes-benz,Mercedes-Benz GLC 220,blue,23-Mar,2023,75990,145,197,Automatic,Diesel,"5,5 l/100 km",0 g/km,9000,d 4M AMG+NIGHT+PANO+360+AHK+STHZG+TOTW+9G
165211,porsche,Porsche 997,black,13-Mar,2013,75990,254,345,Automatic,Petrol,,#NAME?,60700,911 Carrera PDK Black Edition * approved bis 6/24
166654,porsche,Porsche Panamera,white,17-Mar,2017,75990,404,549,Automatic,Petrol,"9,3 l/100 km",212 g/km,149000,Turbo Nachtsicht-SoftClose-Approved
166756,porsche,Porsche Cayman,grey,18-Jul,2018,75990,269,366,Automatic,Petrol,"8,2 l/100 km",186 g/km,26402,GTS 718 2.5 / PDK / BOSE / KLAPPE / CHRONO
167611,porsche,Porsche Cayenne,white,19-May,2019,75990,250,340,Automatic,Petrol,"9,1 l/100 km",207 g/km,60000,*Approved*Panorama*PDLS*21*ACC*14Wege*
211320,toyota,Toyota Land Cruiser,black,22-Sep,2022,75990,150,204,Automatic,Diesel,"7,6 l/100 km",201 g/km,9500,2.8 D-4D TEC-Edition *360 Kamera*
251027,volvo,Volvo XC90,grey,23-Jan,2023,75990,173,235,Automatic,Diesel,"7,7 l/100 km",202 g/km,1500,B5 (Diesel) AWD Plus Dark (EURO 6d) Klima Leder
22202,audi,Audi SQ5,grey,23-Feb,2023,75980,251,341,Automatic,Diesel,7 l/100 km,185 g/km,460,"TDI MATRIX Pano STHZG AHK 20"" Optik-Schwarz"
22704,audi,Audi Q7,white,23-May,2023,75980,170,231,Automatic,Diesel,,#NAME?,3451,45 3.0 TDI competition plus S line LED Luftfederun
41207,bmw,BMW 745,blue,21-Dec,2021,75980,290,394,Automatic,Hybrid,,56 g/km,34100,Le xDrive/Fond-Entertainement/4 x Massage/TV
87270,jeep,Jeep Wrangler,yellow,23-Jan,2023,75980,280,381,Automatic,Hybrid,"4,1 l/100 km",94 g/km,15,"Unlimited Rubicon 4xe, Hardtop,Sunrider Fliptop"
96286,land-rover,Land Rover Range Rover Sport,grey,21-Oct,2021,75980,183,249,Automatic,Diesel,"8,3 l/100 km",210 g/km,32600,HSE D250 EU6d Allrad AD Niveau AHK-el. klappb. AHK
17720,audi,Audi A5,black,19-Mar,2019,75970,140,190,Automatic,Petrol,"7,1 l/100 km","161,9 g/km",71900,Sportback Sport AKK
167620,porsche,Porsche Cayenne,white,19-Dec,2019,75970,250,340,Automatic,Petrol,"9,1 l/100 km",207 g/km,44260,LED NAVI KAMERA PANO 22'LM Memory Sitze
